metric,value
completed,True
n_evaluations,332
best_native_LLHD,21022.017578125
physical_length_cm,999.926636338234
requested_length_cm,1000.0
simulator_seed,0
data_seed,0
simulator_elapsed_seconds_sum,704.0972937379265
unique_coordinates,332
duplicate_coordinates,0
Ab,0.801542801173271
kb,0.04872053357745109
eField,0.49999351869200975
lifetime,2178.103168800896
tran_diff,8.8666572883672e-06
long_diff,3.913990229230105e-06
