2026/08/18 13:42:01.466, 0, 0, 40960
2026/08/18 13:42:02.492, 0, 0, 40960
2026/08/18 13:42:03.517, 0, 0, 40960
2026/08/18 13:42:04.542, 0, 0, 40960
2026/08/18 13:42:05.568, 0, 0, 40960
2026/08/18 13:42:06.592, 0, 0, 40960
2026/08/18 13:42:07.615, 0, 0, 40960
2026/08/18 13:42:08.641, 0, 0, 40960
2026/08/18 13:42:09.666, 0, 0, 40960
2026/08/18 13:42:10.693, 0, 431, 40960
2026/08/18 13:42:11.719, 0, 433, 40960
2026/08/18 13:42:12.742, 0, 433, 40960
2026/08/18 13:42:13.765, 0, 8699, 40960
2026/08/18 13:42:14.791, 0, 8699, 40960
2026/08/18 13:42:15.816, 0, 8699, 40960
2026/08/18 13:42:16.843, 0, 8699, 40960
2026/08/18 13:42:17.870, 0, 8699, 40960
2026/08/18 13:42:18.898, 0, 8699, 40960
2026/08/18 13:42:19.924, 0, 8699, 40960
2026/08/18 13:42:20.947, 0, 8699, 40960
2026/08/18 13:42:21.970, 0, 8699, 40960
2026/08/18 13:42:22.993, 0, 8699, 40960
2026/08/18 13:42:24.016, 0, 8699, 40960
2026/08/18 13:42:25.039, 0, 8699, 40960
2026/08/18 13:42:26.062, 0, 8699, 40960
2026/08/18 13:42:27.085, 0, 8699, 40960
2026/08/18 13:42:28.107, 0, 8699, 40960
2026/08/18 13:42:29.130, 0, 8699, 40960
2026/08/18 13:42:30.156, 0, 8699, 40960
2026/08/18 13:42:31.187, 0, 8699, 40960
2026/08/18 13:42:32.210, 0, 8699, 40960
2026/08/18 13:42:33.233, 0, 8699, 40960
2026/08/18 13:42:34.258, 0, 8699, 40960
2026/08/18 13:42:35.282, 0, 8699, 40960
2026/08/18 13:42:36.305, 0, 8699, 40960
2026/08/18 13:42:37.342, 0, 8701, 40960
2026/08/18 13:42:38.371, 0, 8701, 40960
2026/08/18 13:42:39.395, 0, 8701, 40960
2026/08/18 13:42:40.419, 0, 8701, 40960
2026/08/18 13:42:41.443, 0, 8701, 40960
2026/08/18 13:42:42.468, 0, 8701, 40960
2026/08/18 13:42:43.492, 0, 8701, 40960
2026/08/18 13:42:44.515, 0, 8705, 40960
2026/08/18 13:42:45.539, 0, 8705, 40960
2026/08/18 13:42:46.562, 0, 8705, 40960
2026/08/18 13:42:47.585, 0, 8705, 40960
2026/08/18 13:42:48.608, 0, 8705, 40960
2026/08/18 13:42:49.630, 0, 25089, 40960
2026/08/18 13:42:50.654, 0, 25089, 40960
2026/08/18 13:42:51.681, 0, 25089, 40960
2026/08/18 13:42:52.708, 0, 25089, 40960
2026/08/18 13:42:53.731, 0, 25089, 40960
2026/08/18 13:42:54.754, 0, 25089, 40960
2026/08/18 13:42:55.777, 0, 25089, 40960
2026/08/18 13:42:56.801, 0, 25089, 40960
2026/08/18 13:42:57.824, 0, 25089, 40960
2026/08/18 13:42:58.847, 0, 25089, 40960
2026/08/18 13:42:59.870, 0, 25089, 40960
2026/08/18 13:43:00.900, 0, 25089, 40960
2026/08/18 13:43:01.923, 0, 445, 40960
