metric,value
completed,True
n_evaluations,332
best_native_LLHD,21021.3515625
physical_length_cm,999.926636338234
requested_length_cm,1000.0
simulator_seed,0
data_seed,0
simulator_elapsed_seconds_sum,703.1090735729085
unique_coordinates,332
duplicate_coordinates,0
Ab,0.7999657705980207
kb,0.04858419445162512
eField,0.4999919791750447
lifetime,2203.6364690515557
tran_diff,8.852695482959166e-06
long_diff,3.891628984048955e-06
